label,message
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,I'll text you when I drop x off
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,Can't take any major roles in community outreach. You rock mel
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,Honey boo I'm missing u.
ham,I am in hospital da. . I will return home in evening
ham,"K I'm ready, ?"
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,"Ok da, i already planned. I wil pick you."
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,Den wat will e schedule b lk on sun?
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,:-( that's not v romantic!
ham,Wat Ì_ doing now?
ham,I love working from home :)
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Ok lor.
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,At WHAT TIME should i come tomorrow
ham,Hey what are you doing. Y no reply pa..
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
spam,U‰Ûªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870
ham,Good night. Am going to sleep.
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,This is my number by vivek..
ham,Enjoy urself tmr...
ham,Stop knowing me so well!
ham,Discussed with your mother ah?
ham,Yes i will be there. Glad you made it.
ham,"I av a new number, . Wil u only use this one,ta."
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,Eatin my lunch...
ham,Now? I'm going out 4 dinner soon..
ham,"Oops I did have it, ?"
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
ham,Yup next stop.
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,Ok
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Ok i juz receive..
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING & HAVE A NICE DAY\"" :)"""
ham,It vl bcum more difficult..
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,What time you coming down later?
ham,You do got a shitload of diamonds though
ham,"Fuuuuck I need to stop sleepin, sup"
ham,Come aftr ..now i m cleaning the house
ham,U know we watchin at lido?
ham,I cant pick the phone right now. Pls send a message
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,Yay! You better not have told that to 5 other girls either.
ham,"Babe, I need your advice"
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm."
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,Yar else i'll thk of all sorts of funny things.
ham,Sorry that was my uncle. I.ll keep in touch
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,No. But we'll do medical missions to nigeria
ham,Where are you ? You said you would be here when I woke ... :-(
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,ALRITE
ham,What time you think you'll have it? Need to know when I should be near campus
ham,I pocked you up there before
ham,Congrats kano..whr s the treat maga?
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,Oh god i am happy to see your message after 3 days
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,Dont gimme that lip caveboy
ham,"Ela kano.,il download, come wen ur free.."
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,what are your new years plans?
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,"Yes, princess. Toledo."
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,Nope i waiting in sch 4 daddy...
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,Shall i send that exe to your mail id.
ham,Please attend the phone:)
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,U 2.
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,Yeah but which is worse for i
ham,"Say this slowly.? GOD,I LOVE YOU & I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people & u c miracle tomorrow, do it,pls,pls do it..."
ham,How much r Ì_ willing to pay?
ham,That's necessarily respectful
ham,Hey anyway i have to :-)
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,\HEY KATE
ham,Did you stitch his trouser
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,Yup i'm free...
ham,Well i will watch shrek in 3D!!B)
ham,He telling not to tell any one. If so treat for me hi hi hi
ham,And several to you sir.
ham,"Machan you go to gym tomorrow, i wil come late goodnight."
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,K.i will send in min:)
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,Don know..he is watching film in computer..
ham,Unni thank you dear for the recharge..Rakhesh
ham,Bring home some Wendy =D
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,I will reach office around . & my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,Takin a shower now but yeah I'll leave when I'm done
ham,Can you do a mag meeting this avo at some point?
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,Sorry about that this is my mates phone and i didnt write it love Kate
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,I keep ten rs in my shelf:) buy two egg.
ham,"Ha. You don‰Û÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,Alright took the morphine. Back in yo.
ham,"How about clothes, jewelry, and trips?"
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,"Yes..but they said its IT.,"
ham,You were supposed to wake ME up >:(
ham,So what u doing today?
ham,Ok lor but not too early. Me still having project meeting now.
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
ham,"Aight, you close by or still down around alex's place?"
ham,will you like to be spoiled? :)
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,Talk to g and x about that
ham,K... Must book a not huh? so going for yoga basic on sunday?
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,Okay same with me. Well thanks for the clarification
ham,R u in this continent?
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,"Call me, i am senthil from hsbc."
ham,"Uncle G, just checking up on you. Do have a rewarding month"
ham,"I call you later, don't have network. If urgnt, sms me."
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,Good morning princess! Have a great day!
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,What's ur pin?
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered to my account and dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,* Will have two more cartons off u and is very pleased with shelves
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,K..k:)how much does it cost?
ham,Going on nothing great.bye
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,Din i tell u jus now 420
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
ham,hanks lotsly!
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut?"
ham,Where is that one day training:-)
ham,"Sorry, I'll call later"
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,mins but i had to stop somewhere first.
ham,here is my new address -apples&pairs&all that malarky
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
ham,"I'm in a meeting, call me later at"
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,Good morning princess! How are you?
ham,No she didnt. I will search online and let you know.
ham,Rofl betta invest in some anti aging products
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,Want to send me a virtual hug?... I need one
ham,"Ya ok, vikky vl c witin mins and il reply u.."
ham,(That said can you text him one more time?)
ham,Huh y lei...
ham,"K so am I, how much for an 8th? Fifty?"
ham,How many licks does it take to get to the center of a tootsie pop?
ham,Headin towards busetop
ham,"Sorry, I'll call later"
ham,"I'm not coming over, do whatever you want"
ham,"Hi, can i please get a dollar loan from you. I.ll pay you back by mid february. Pls."
ham,Ok can...
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,You are not bothering me but you have to trust my answers. Pls.
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
ham,Oh great. I.ll disturb him more so that we can talk.
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul."
ham,Beauty sleep can help ur pimples too.
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321."
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,Ok lor...
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,Tell your friends what you plan to do on Valentines day @
ham,We'll join the bus
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,"Aight, I'll text you when I'm back"
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,Tell them no need to investigate about me anywhere.
ham,Aight should I just plan to come up later tonight?
ham,Just wait till end of march when el nino gets himself. Oh.
ham,True. Its easier with her here.
ham,Ok i shall talk to him
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,I'm at home. Please call
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,Y lei?
ham,ÌÏ dun wan to watch infernal affair?
ham,I'm freezing and craving ice. Fml
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,HARD BUT TRUE: How much you show & express your love to someone....that much it will hurt when they leave you or you get seperated...!Žö´‰Ó_??‹Û¬ud evening...
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Send me your id and password
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!"
ham,Wif my family booking tour package.
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,Cold. Dont be sad dear
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
ham,"It's that time of the week again, ryan"
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge
ham,"I'm a guy, browsin is compulsory"
ham,If you're thinking of lifting me one then no.
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,Try neva mate!!
ham,how tall are you princess?
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,No. She's currently in scotland for that.
ham,I will once i get home
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,Hope you are having a good week. Just checking in
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,I dunno lei... Like dun haf...
ham,And I don't plan on staying the night but I prolly won't be back til late
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Otherwise had part time job na-tuition..
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Go where n buy? Juz buy when we get there lar.
ham,ÌÏ thk of wat to eat tonight.
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..
ham,Your account has been refilled successfully by INR . Your KeralaCircle prepaid account balance is Rs . Your Transaction ID is KR .
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,It means u could not keep ur words.
ham,Just sent it. So what type of food do you like?
ham,"Actually nvm, got hella cash, we still on for ish?"
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,"Ask g or iouri, I've told the story like ten times already"
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,Hey u still at the gym?
ham,Ya that one is slow as poo
ham,My sister going to earn more than me da.
ham,"Sorry, I'll call later"
ham,Thats cool. i liked your photos. You are very sexy!
ham,Oh sorry please its over
ham,"So check your errors and if you had difficulties, do correction."
ham,Then cant get da laptop? My matric card wif Ì_ lei...
ham,Good Morning plz call me sir
ham,And maybe some pressies
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Oh for fuck's sake she's in like tallahassee
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Probably earlier than that if the station's where I think it is
ham,We have pizza if u want
ham,When can Ì_ come out?
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Ok lor... But buy wat?
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Tomarrow i want to got to court. At . So you come to bus stand at 9.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,You also didnt get na hi hi hi hi hi
ham,How r Ì_ going to send it to me?
ham,Draw va?i dont think so:)
ham,Or I guess min
ham,"Aight, sounds good. When do you want me to come down?"
ham,Howz that persons story
ham,Happy birthday... May all ur dreams come true...
ham,Carlos'll be here in a minute if you still need to buy
ham,on a Tuesday night r u 4 real
ham,Reverse is cheating. That is not mathematics.
ham,Oh ic. I thought you meant mary jane.
ham,Can you use foreign stamps for whatever you send them off for?
ham,Are you driving or training?
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,have you ever had one foot before?
ham,Why nothing. Ok anyway give me treat
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,Are you available for soiree on June 3rd?
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,"Aight that'll work, thanks"
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
ham,Hai ana tomarrow am coming on morning. ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,"House-Maid is the murderer, coz the man was murdered on th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS..
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,I want to lick your pussy now...
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,Dunno lei he neva say...
ham,Nope i'll come online now..
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,So that takes away some money worries
ham,I was slept that time.you there?
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,You still around? Looking to pick up later
ham,Hey r Ì_ still online? I've finished the formatting...
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,What is this 'hex' place you talk of? Explain!
ham,"Hi , where are you? We're at and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,"Not really dude, have no friends i'm afraid :("
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,ÌÏ wait 4 me in sch i finish ard 5..
ham,Oh ya ya. I remember da. .
ham,I told that am coming on wednesday.
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,You have got tallent but you are wasting.
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
ham,Every day i use to sleep after so only.
ham,But i'm really really broke oh. No amount is too small even
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,I'll be at mu in like seconds
ham,Do u hav any frnd by name ashwini in ur college?
ham,He also knows about lunch menu only da. . I know
ham,I'm gonna rip out my uterus.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,And do you have any one that can teach me how to ship cars.
